year,country,wiki,lower_bound,upper_bound,mean
2018,Swaziland,enwiki,1,10,5.5
2018,Sweden,afwiki,1,10,5.5
2018,Sweden,alswiki,1,10,5.5
2018,Sweden,amwiki,1,10,5.5
2018,Sweden,arcwiki,1,10,5.5
2018,Sweden,arwiki,2,13,7.5
2018,Sweden,astwiki,1,10,5.5
2018,Sweden,azwiki,1,10,5.5
2018,Sweden,barwiki,1,10,5.5
2018,Sweden,bewiki,1,10,5.5
2018,Sweden,bgwiki,1,10,5.5
2018,Sweden,bnwiki,1,10,5.5
2018,Sweden,brwiki,1,10,5.5
2018,Sweden,cawiki,1,12,6.5
2018,Sweden,cebwiki,1,10,5.5
2018,Sweden,cewiki,1,10,5.5
2018,Sweden,ckbwiki,1,10,5.5
2018,Sweden,cowiki,1,10,5.5
2018,Sweden,cswiki,1,10,5.5
2018,Sweden,cuwiki,1,10,5.5
2018,Sweden,cvwiki,1,10,5.5
2018,Sweden,cywiki,1,10,5.5
2018,Sweden,dawiki,5,20,12.5
2018,Sweden,dewiki,17,35,26.0
2018,Sweden,elwiki,1,10,5.5
2018,Sweden,emlwiki,1,10,5.5
2018,Sweden,enwiki,458,476,467.0
2018,Sweden,eowiki,1,19,10.0
2018,Sweden,eswiki,9,25,17.0
2018,Sweden,etwiki,1,15,8.0
2018,Sweden,euwiki,1,10,5.5
2018,Sweden,fawiki,2,20,11.0
2018,Sweden,fiwiki,1,11,6.0
2018,Sweden,fjwiki,1,10,5.5
2018,Sweden,fowiki,1,10,5.5
2018,Sweden,frwiki,10,24,17.0
2018,Sweden,furwiki,1,10,5.5
2018,Sweden,fywiki,1,10,5.5
2018,Sweden,gawiki,1,10,5.5
2018,Sweden,glwiki,1,11,6.0
2018,Sweden,hewiki,1,10,5.5
2018,Sweden,hiwiki,1,10,5.5
2018,Sweden,hrwiki,1,10,5.5
2018,Sweden,hsbwiki,1,10,5.5
2018,Sweden,huwiki,1,15,8.0
2018,Sweden,hywiki,1,10,5.5
2018,Sweden,idwiki,1,11,6.0
2018,Sweden,iowiki,1,10,5.5
2018,Sweden,iswiki,1,10,5.5
2018,Sweden,itwiki,1,11,6.0
2018,Sweden,iuwiki,1,10,5.5
2018,Sweden,jawiki,1,10,5.5
2018,Sweden,jvwiki,1,10,5.5
2018,Sweden,kawiki,1,10,5.5
2018,Sweden,knwiki,1,10,5.5
2018,Sweden,kowiki,1,10,5.5
2018,Sweden,kuwiki,1,10,5.5
2018,Sweden,lawiki,1,10,5.5
2018,Sweden,lgwiki,1,10,5.5
2018,Sweden,lijwiki,1,10,5.5
2018,Sweden,lmowiki,1,10,5.5
2018,Sweden,ltwiki,1,10,5.5
2018,Sweden,lvwiki,1,10,5.5
2018,Sweden,mkwiki,1,10,5.5
2018,Sweden,mlwiki,1,10,5.5
2018,Sweden,mnwiki,1,10,5.5
2018,Sweden,mswiki,1,10,5.5
2018,Sweden,napwiki,1,10,5.5
2018,Sweden,nds_nlwiki,1,10,5.5
2018,Sweden,nlwiki,1,10,5.5
2018,Sweden,nnwiki,1,10,5.5
2018,Sweden,nowiki,4,15,9.5
2018,Sweden,pamwiki,1,10,5.5
2018,Sweden,plwiki,1,19,10.0
2018,Sweden,pmswiki,1,10,5.5
2018,Sweden,ptwiki,1,18,9.5
2018,Sweden,roa_rupwiki,1,10,5.5
2018,Sweden,roa_tarawiki,1,10,5.5
2018,Sweden,rowiki,1,10,5.5
2018,Sweden,ruewiki,2,20,11.0
2018,Sweden,ruwiki,2,19,10.5
2018,Sweden,scnwiki,1,10,5.5
2018,Sweden,scowiki,1,10,5.5
2018,Sweden,scwiki,1,10,5.5
2018,Sweden,sewiki,1,10,5.5
2018,Sweden,shwiki,1,10,5.5
2018,Sweden,simplewiki,1,12,6.5
2018,Sweden,skwiki,1,10,5.5
2018,Sweden,slwiki,1,10,5.5
2018,Sweden,snwiki,1,10,5.5
2018,Sweden,sowiki,1,10,5.5
2018,Sweden,sqwiki,1,10,5.5
2018,Sweden,srwiki,1,10,5.5
2018,Sweden,suwiki,1,10,5.5
2018,Sweden,svwiki,885,903,894.0
2018,Sweden,tawiki,1,10,5.5
2018,Sweden,tgwiki,1,10,5.5
2018,Sweden,thwiki,1,12,6.5
2018,Sweden,tlwiki,1,10,5.5
2018,Sweden,trwiki,1,10,5.5
2018,Sweden,ttwiki,1,10,5.5
2018,Sweden,twwiki,1,10,5.5
2018,Sweden,tywiki,1,10,5.5
2018,Sweden,ukwiki,1,10,5.5
2018,Sweden,uzwiki,1,10,5.5
2018,Sweden,vecwiki,1,10,5.5
2018,Sweden,viwiki,1,10,5.5
2018,Sweden,warwiki,1,10,5.5
2018,Sweden,wowiki,1,10,5.5
2018,Sweden,zh_yuewiki,1,10,5.5
2018,Sweden,zhwiki,1,10,5.5
2018,Sweden,zuwiki,1,10,5.5
2018,Switzerland,afwiki,1,10,5.5
2018,Switzerland,alswiki,4,22,13.0
2018,Switzerland,amwiki,1,10,5.5
2018,Switzerland,angwiki,1,10,5.5
2018,Switzerland,arwiki,1,10,5.5
2018,Switzerland,azbwiki,1,10,5.5
2018,Switzerland,azwiki,1,10,5.5
2018,Switzerland,barwiki,1,10,5.5
2018,Switzerland,bewiki,1,10,5.5
2018,Switzerland,bgwiki,1,10,5.5
2018,Switzerland,bowiki,1,10,5.5
2018,Switzerland,cawiki,1,10,5.5
2018,Switzerland,cbk_zamwiki,1,10,5.5
2018,Switzerland,cebwiki,1,10,5.5
2018,Switzerland,ckbwiki,1,10,5.5
2018,Switzerland,cswiki,1,10,5.5
2018,Switzerland,cuwiki,1,10,5.5
2018,Switzerland,cywiki,1,10,5.5
2018,Switzerland,dawiki,1,10,5.5
2018,Switzerland,dewiki,434,452,443.0
2018,Switzerland,eewiki,1,10,5.5
2018,Switzerland,elwiki,1,11,6.0
2018,Switzerland,enwiki,263,281,272.0
2018,Switzerland,eowiki,1,12,6.5
2018,Switzerland,eswiki,8,25,16.5
2018,Switzerland,etwiki,1,10,5.5
2018,Switzerland,euwiki,1,10,5.5
2018,Switzerland,fawiki,1,11,6.0
2018,Switzerland,fiwiki,1,10,5.5
2018,Switzerland,fjwiki,1,10,5.5
2018,Switzerland,frpwiki,1,10,5.5
2018,Switzerland,frwiki,262,280,271.0
2018,Switzerland,fywiki,1,10,5.5
2018,Switzerland,gawiki,1,10,5.5
2018,Switzerland,glwiki,1,10,5.5
2018,Switzerland,hewiki,1,15,8.0
2018,Switzerland,hiwiki,1,10,5.5
2018,Switzerland,hrwiki,1,10,5.5
2018,Switzerland,huwiki,1,16,8.5
2018,Switzerland,hywiki,1,10,5.5
2018,Switzerland,idwiki,1,10,5.5
2018,Switzerland,iswiki,1,10,5.5
2018,Switzerland,itwiki,75,93,84.0
2018,Switzerland,jawiki,1,10,5.5
2018,Switzerland,kawiki,1,10,5.5
2018,Switzerland,kgwiki,1,10,5.5
2018,Switzerland,knwiki,1,10,5.5
2018,Switzerland,kowiki,1,11,6.0
2018,Switzerland,kuwiki,1,10,5.5
2018,Switzerland,lawiki,1,10,5.5
2018,Switzerland,lbwiki,1,10,5.5
2018,Switzerland,lnwiki,1,10,5.5
2018,Switzerland,ltwiki,1,10,5.5
2018,Switzerland,mlwiki,1,10,5.5
2018,Switzerland,mswiki,1,10,5.5
2018,Switzerland,napwiki,1,10,5.5
2018,Switzerland,nlwiki,1,15,8.0
2018,Switzerland,nowiki,1,11,6.0
2018,Switzerland,pflwiki,1,10,5.5
2018,Switzerland,plwiki,1,17,9.0
2018,Switzerland,ptwiki,1,15,8.0
2018,Switzerland,rmwiki,1,11,6.0
2018,Switzerland,rmywiki,1,10,5.5
2018,Switzerland,rowiki,1,10,5.5
2018,Switzerland,ruwiki,2,20,11.0
2018,Switzerland,scnwiki,1,10,5.5
2018,Switzerland,scowiki,1,10,5.5
2018,Switzerland,shwiki,1,10,5.5
2018,Switzerland,simplewiki,17,35,26.0
2018,Switzerland,skwiki,1,10,5.5
2018,Switzerland,slwiki,1,10,5.5
2018,Switzerland,sqwiki,1,10,5.5
2018,Switzerland,srwiki,1,10,5.5
2018,Switzerland,svwiki,1,10,5.5
2018,Switzerland,swwiki,1,10,5.5
2018,Switzerland,tawiki,1,10,5.5
2018,Switzerland,tcywiki,1,10,5.5
2018,Switzerland,tewiki,1,10,5.5
2018,Switzerland,thwiki,1,10,5.5
2018,Switzerland,trwiki,1,15,8.0
2018,Switzerland,ttwiki,1,10,5.5
2018,Switzerland,ukwiki,1,13,7.0
2018,Switzerland,urwiki,1,10,5.5
2018,Switzerland,uzwiki,1,10,5.5
2018,Switzerland,viwiki,1,10,5.5
2018,Switzerland,wowiki,1,10,5.5
2018,Switzerland,yiwiki,1,10,5.5
2018,Switzerland,zh_classicalwiki,1,10,5.5
2018,Switzerland,zh_yuewiki,1,10,5.5
2018,Switzerland,zhwiki,2,19,10.5
2018,São Tomé and Príncipe,enwiki,1,10,5.5
2018,Taiwan,arwiki,1,10,5.5
2018,Taiwan,arzwiki,1,10,5.5
2018,Taiwan,barwiki,1,10,5.5
2018,Taiwan,brwiki,1,10,5.5
2018,Taiwan,cawiki,1,10,5.5
2018,Taiwan,cdowiki,1,10,5.5
2018,Taiwan,cebwiki,1,10,5.5
2018,Taiwan,cywiki,1,10,5.5
2018,Taiwan,dawiki,1,10,5.5
2018,Taiwan,dewiki,1,10,5.5
2018,Taiwan,elwiki,1,10,5.5
2018,Taiwan,enwiki,177,195,186.0
2018,Taiwan,eowiki,1,10,5.5
2018,Taiwan,eswiki,1,11,6.0
2018,Taiwan,fawiki,1,10,5.5
2018,Taiwan,fiwiki,1,10,5.5
2018,Taiwan,frwiki,2,12,7.0
2018,Taiwan,ganwiki,1,10,5.5
2018,Taiwan,guwiki,1,10,5.5
2018,Taiwan,hakwiki,1,12,6.5
2018,Taiwan,hewiki,1,10,5.5
2018,Taiwan,huwiki,1,10,5.5
2018,Taiwan,idwiki,1,10,5.5
2018,Taiwan,itwiki,1,10,5.5
2018,Taiwan,jawiki,63,80,71.5
2018,Taiwan,kmwiki,1,10,5.5
2018,Taiwan,kowiki,1,18,9.5
2018,Taiwan,mswiki,1,10,5.5
2018,Taiwan,newiki,1,10,5.5
2018,Taiwan,nlwiki,1,10,5.5
2018,Taiwan,plwiki,1,10,5.5
2018,Taiwan,ptwiki,1,10,5.5
2018,Taiwan,rowiki,1,10,5.5
2018,Taiwan,ruwiki,1,10,5.5
2018,Taiwan,simplewiki,1,10,5.5
2018,Taiwan,svwiki,1,10,5.5
2018,Taiwan,thwiki,2,11,6.5
2018,Taiwan,tlwiki,1,10,5.5
2018,Taiwan,twwiki,1,10,5.5
2018,Taiwan,ukwiki,1,10,5.5
2018,Taiwan,viwiki,1,10,5.5
2018,Taiwan,wuuwiki,1,14,7.5
2018,Taiwan,zh_classicalwiki,1,12,6.5
2018,Taiwan,zh_min_nanwiki,2,20,11.0
2018,Taiwan,zh_yuewiki,1,13,7.0
2018,Taiwan,zhwiki,2742,2760,2751.0
2018,Tajikistan,bewiki,1,10,5.5
2018,Tajikistan,enwiki,1,10,5.5
2018,Tajikistan,fawiki,1,10,5.5
2018,Tajikistan,jawiki,1,10,5.5
2018,Tajikistan,koiwiki,1,10,5.5
2018,Tajikistan,ruwiki,5,16,10.5
2018,Tajikistan,tgwiki,3,21,12.0
2018,Tajikistan,ukwiki,1,10,5.5
2018,Tajikistan,uzwiki,1,10,5.5
2018,Tajikistan,zhwiki,1,10,5.5
2018,Tanzania,cebwiki,1,10,5.5
2018,Tanzania,dewiki,1,10,5.5
2018,Tanzania,enwiki,15,30,22.5
2018,Tanzania,eswiki,1,10,5.5
2018,Tanzania,frwiki,1,10,5.5
2018,Tanzania,itwiki,1,10,5.5
2018,Tanzania,plwiki,1,10,5.5
2018,Tanzania,ruwiki,1,10,5.5
2018,Tanzania,swwiki,12,30,21.0
2018,Tanzania,ukwiki,1,10,5.5
2018,Timor-Leste,enwiki,1,10,5.5
2018,Timor-Leste,idwiki,1,10,5.5
2018,Timor-Leste,tetwiki,1,10,5.5
2018,Togo,dewiki,1,10,5.5
2018,Togo,enwiki,1,10,5.5
2018,Togo,frwiki,1,10,5.5
2018,Togo,itwiki,1,10,5.5
2018,Tonga,enwiki,1,10,5.5
2018,Tonga,towiki,1,10,5.5
2018,Trinidad and Tobago,enwiki,14,32,23.0
2018,Trinidad and Tobago,ruwiki,1,10,5.5
2018,Tunisia,arwiki,22,40,31.0
2018,Tunisia,astwiki,1,10,5.5
2018,Tunisia,bswiki,1,10,5.5
2018,Tunisia,cswiki,1,10,5.5
2018,Tunisia,cywiki,1,10,5.5
2018,Tunisia,dawiki,1,10,5.5
2018,Tunisia,dewiki,1,10,5.5
2018,Tunisia,elwiki,1,10,5.5
2018,Tunisia,enwiki,24,42,33.0
2018,Tunisia,eowiki,1,10,5.5
2018,Tunisia,eswiki,1,10,5.5
2018,Tunisia,fawiki,1,10,5.5
2018,Tunisia,frwiki,40,58,49.0
2018,Tunisia,hewiki,1,10,5.5
2018,Tunisia,idwiki,1,10,5.5
2018,Tunisia,itwiki,1,10,5.5
2018,Tunisia,jawiki,1,10,5.5
2018,Tunisia,mswiki,1,10,5.5
2018,Tunisia,nlwiki,1,10,5.5
2018,Tunisia,plwiki,1,10,5.5
2018,Tunisia,ptwiki,1,10,5.5
2018,Tunisia,rowiki,1,10,5.5
2018,Tunisia,ruwiki,1,10,5.5
2018,Tunisia,skwiki,1,10,5.5
2018,Tunisia,svwiki,1,10,5.5
2018,Tunisia,ukwiki,1,10,5.5
2018,Tunisia,zh_classicalwiki,1,10,5.5
2018,Tunisia,zhwiki,1,10,5.5
2018,Turks and Caicos Islands,enwiki,1,10,5.5
2018,Uganda,dewiki,1,10,5.5
2018,Uganda,enwiki,24,37,30.5
2018,Uganda,frwiki,1,10,5.5
2018,Uganda,lgwiki,1,10,5.5
2018,Uganda,rwwiki,1,10,5.5
2018,Uganda,tiwiki,1,10,5.5
2018,Uganda,zhwiki,1,10,5.5
2018,Ukraine,afwiki,1,10,5.5
2018,Ukraine,arwiki,1,10,5.5
2018,Ukraine,avwiki,1,10,5.5
2018,Ukraine,azwiki,1,10,5.5
2018,Ukraine,bawiki,1,10,5.5
2018,Ukraine,be_x_oldwiki,1,10,5.5
2018,Ukraine,bewiki,1,19,10.0
2018,Ukraine,bgwiki,1,10,5.5
2018,Ukraine,bjnwiki,1,10,5.5
2018,Ukraine,bswiki,1,10,5.5
2018,Ukraine,cawiki,1,10,5.5
2018,Ukraine,cebwiki,1,10,5.5
2018,Ukraine,crhwiki,1,11,6.0
2018,Ukraine,cswiki,1,10,5.5
2018,Ukraine,cuwiki,1,10,5.5
2018,Ukraine,cywiki,1,10,5.5
2018,Ukraine,dawiki,1,10,5.5
2018,Ukraine,dewiki,5,15,10.0
2018,Ukraine,elwiki,1,10,5.5
2018,Ukraine,enwiki,208,226,217.0
2018,Ukraine,eowiki,1,10,5.5
2018,Ukraine,eswiki,1,13,7.0
2018,Ukraine,etwiki,1,10,5.5
2018,Ukraine,fawiki,1,10,5.5
2018,Ukraine,fiwiki,1,10,5.5
2018,Ukraine,fowiki,1,10,5.5
2018,Ukraine,frwiki,4,14,9.0
2018,Ukraine,hawwiki,1,10,5.5
2018,Ukraine,hewiki,1,10,5.5
2018,Ukraine,hrwiki,1,10,5.5
2018,Ukraine,huwiki,1,10,5.5
2018,Ukraine,hywiki,1,10,5.5
2018,Ukraine,itwiki,1,13,7.0
2018,Ukraine,jawiki,1,10,5.5
2018,Ukraine,kawiki,1,10,5.5
2018,Ukraine,kkwiki,1,10,5.5
2018,Ukraine,koiwiki,1,10,5.5
2018,Ukraine,kowiki,1,10,5.5
2018,Ukraine,kvwiki,1,10,5.5
2018,Ukraine,kywiki,1,10,5.5
2018,Ukraine,lawiki,1,10,5.5
2018,Ukraine,ltwiki,1,10,5.5
2018,Ukraine,lvwiki,1,10,5.5
2018,Ukraine,mdfwiki,1,10,5.5
2018,Ukraine,mhrwiki,1,10,5.5
2018,Ukraine,mkwiki,1,10,5.5
2018,Ukraine,mrjwiki,1,10,5.5
2018,Ukraine,myvwiki,1,10,5.5
2018,Ukraine,nlwiki,1,11,6.0
2018,Ukraine,nowiki,1,10,5.5
2018,Ukraine,plwiki,7,25,16.0
2018,Ukraine,ptwiki,1,10,5.5
2018,Ukraine,roa_tarawiki,1,10,5.5
2018,Ukraine,rowiki,1,10,5.5
2018,Ukraine,ruewiki,1,17,9.0
2018,Ukraine,ruwiki,610,628,619.0
2018,Ukraine,sahwiki,1,10,5.5
2018,Ukraine,scowiki,1,10,5.5
2018,Ukraine,simplewiki,1,10,5.5
2018,Ukraine,skwiki,1,12,6.5
2018,Ukraine,slwiki,1,10,5.5
2018,Ukraine,srwiki,1,10,5.5
2018,Ukraine,svwiki,1,11,6.0
2018,Ukraine,tawiki,1,10,5.5
2018,Ukraine,tcywiki,1,10,5.5
2018,Ukraine,tgwiki,1,10,5.5
2018,Ukraine,thwiki,1,10,5.5
2018,Ukraine,tkwiki,1,10,5.5
2018,Ukraine,trwiki,1,10,5.5
2018,Ukraine,ttwiki,1,10,5.5
2018,Ukraine,tyvwiki,1,10,5.5
2018,Ukraine,ukwiki,1203,1221,1212.0
2018,Ukraine,urwiki,1,10,5.5
2018,Ukraine,uzwiki,1,10,5.5
2018,Ukraine,vepwiki,1,10,5.5
2018,Ukraine,viwiki,1,10,5.5
2018,Ukraine,zh_yuewiki,1,10,5.5
2018,Ukraine,zhwiki,1,10,5.5
2018,United Kingdom,abwiki,1,10,5.5
2018,United Kingdom,acewiki,1,10,5.5
2018,United Kingdom,afwiki,1,10,5.5
2018,United Kingdom,akwiki,1,10,5.5
2018,United Kingdom,alswiki,1,10,5.5
2018,United Kingdom,amwiki,1,10,5.5
2018,United Kingdom,angwiki,1,10,5.5
2018,United Kingdom,anwiki,1,10,5.5
2018,United Kingdom,arwiki,13,30,21.5
2018,United Kingdom,arzwiki,1,12,6.5
2018,United Kingdom,astwiki,1,10,5.5
2018,United Kingdom,aswiki,1,10,5.5
2018,United Kingdom,avwiki,1,10,5.5
2018,United Kingdom,aywiki,1,10,5.5
2018,United Kingdom,azbwiki,1,10,5.5
2018,United Kingdom,azwiki,1,13,7.0
2018,United Kingdom,barwiki,1,13,7.0
2018,United Kingdom,bat_smgwiki,1,10,5.5
2018,United Kingdom,bawiki,1,10,5.5
2018,United Kingdom,bclwiki,1,14,7.5
2018,United Kingdom,be_x_oldwiki,1,10,5.5
2018,United Kingdom,bewiki,1,10,5.5
2018,United Kingdom,bgwiki,2,16,9.0
2018,United Kingdom,bhwiki,1,10,5.5
2018,United Kingdom,bmwiki,1,10,5.5
2018,United Kingdom,bnwiki,6,24,15.0
2018,United Kingdom,bpywiki,1,10,5.5
2018,United Kingdom,brwiki,1,10,5.5
2018,United Kingdom,bswiki,1,10,5.5
2018,United Kingdom,bugwiki,1,10,5.5
2018,United Kingdom,cawiki,2,20,11.0
2018,United Kingdom,cbk_zamwiki,1,10,5.5
2018,United Kingdom,cdowiki,1,10,5.5
2018,United Kingdom,cebwiki,1,11,6.0
2018,United Kingdom,cewiki,1,10,5.5
2018,United Kingdom,chrwiki,1,10,5.5
2018,United Kingdom,chwiki,1,10,5.5
2018,United Kingdom,ckbwiki,1,11,6.0
2018,United Kingdom,cowiki,1,10,5.5
2018,United Kingdom,crwiki,1,10,5.5
2018,United Kingdom,csbwiki,1,10,5.5
2018,United Kingdom,cswiki,2,20,11.0
2018,United Kingdom,cuwiki,1,10,5.5
2018,United Kingdom,cvwiki,1,10,5.5
2018,United Kingdom,cywiki,41,59,50.0
2018,United Kingdom,dawiki,1,10,5.5
2018,United Kingdom,dewiki,41,59,50.0
2018,United Kingdom,diqwiki,1,10,5.5
2018,United Kingdom,dvwiki,1,10,5.5
2018,United Kingdom,eewiki,1,10,5.5
2018,United Kingdom,elwiki,2,20,11.0
2018,United Kingdom,emlwiki,1,10,5.5
2018,United Kingdom,enwiki,8083,8101,8092.0
2018,United Kingdom,eowiki,1,10,5.5
2018,United Kingdom,eswiki,37,55,46.0
2018,United Kingdom,etwiki,1,10,5.5
2018,United Kingdom,euwiki,1,10,5.5
2018,United Kingdom,extwiki,1,10,5.5
2018,United Kingdom,fawiki,24,42,33.0
2018,United Kingdom,fiwiki,1,10,5.5
2018,United Kingdom,fowiki,1,10,5.5
2018,United Kingdom,frwiki,74,92,83.0
2018,United Kingdom,furwiki,1,10,5.5
2018,United Kingdom,fywiki,1,10,5.5
2018,United Kingdom,gagwiki,1,10,5.5
2018,United Kingdom,ganwiki,1,10,5.5
2018,United Kingdom,gawiki,1,14,7.5
2018,United Kingdom,gdwiki,1,15,8.0
2018,United Kingdom,glkwiki,1,10,5.5
2018,United Kingdom,glwiki,1,14,7.5
2018,United Kingdom,gotwiki,1,10,5.5
2018,United Kingdom,guwiki,1,10,5.5
2018,United Kingdom,gvwiki,1,10,5.5
2018,United Kingdom,hawiki,1,10,5.5
2018,United Kingdom,hawwiki,1,10,5.5
2018,United Kingdom,hewiki,5,23,14.0
2018,United Kingdom,hifwiki,1,10,5.5
2018,United Kingdom,hiwiki,1,10,5.5
2018,United Kingdom,hrwiki,1,10,5.5
2018,United Kingdom,htwiki,1,12,6.5
2018,United Kingdom,huwiki,6,22,14.0
2018,United Kingdom,hywiki,1,13,7.0
2018,United Kingdom,iawiki,1,10,5.5
2018,United Kingdom,idwiki,1,10,5.5
2018,United Kingdom,iewiki,1,10,5.5
2018,United Kingdom,igwiki,1,12,6.5
2018,United Kingdom,ikwiki,1,10,5.5
2018,United Kingdom,ilowiki,1,10,5.5
2018,United Kingdom,iowiki,1,10,5.5
2018,United Kingdom,iswiki,1,13,7.0
2018,United Kingdom,itwiki,37,55,46.0
2018,United Kingdom,iuwiki,1,10,5.5
2018,United Kingdom,jamwiki,1,10,5.5
2018,United Kingdom,jawiki,9,25,17.0
2018,United Kingdom,jbowiki,1,10,5.5
2018,United Kingdom,jvwiki,1,10,5.5
2018,United Kingdom,kawiki,1,11,6.0
2018,United Kingdom,kbdwiki,1,10,5.5
2018,United Kingdom,kgwiki,1,10,5.5
2018,United Kingdom,kiwiki,1,10,5.5
2018,United Kingdom,kkwiki,1,10,5.5
2018,United Kingdom,klwiki,1,10,5.5
2018,United Kingdom,kmwiki,1,10,5.5
2018,United Kingdom,knwiki,1,10,5.5
2018,United Kingdom,koiwiki,1,10,5.5
2018,United Kingdom,kowiki,1,10,5.5
2018,United Kingdom,krcwiki,1,10,5.5
2018,United Kingdom,kswiki,1,10,5.5
2018,United Kingdom,kuwiki,1,10,5.5
2018,United Kingdom,kvwiki,1,10,5.5
2018,United Kingdom,kwwiki,1,13,7.0
2018,United Kingdom,kywiki,1,10,5.5
2018,United Kingdom,ladwiki,1,10,5.5
2018,United Kingdom,lawiki,1,11,6.0
2018,United Kingdom,lgwiki,1,10,5.5
2018,United Kingdom,lijwiki,1,10,5.5
2018,United Kingdom,ltwiki,1,19,10.0
2018,United Kingdom,lvwiki,1,10,5.5
2018,United Kingdom,maiwiki,1,10,5.5
2018,United Kingdom,map_bmswiki,1,10,5.5
2018,United Kingdom,mdfwiki,1,10,5.5
2018,United Kingdom,mhrwiki,1,10,5.5
2018,United Kingdom,minwiki,1,10,5.5
2018,United Kingdom,miwiki,1,10,5.5
2018,United Kingdom,mkwiki,1,10,5.5
2018,United Kingdom,mlwiki,1,10,5.5
2018,United Kingdom,mnwiki,1,10,5.5
2018,United Kingdom,mrwiki,1,10,5.5
2018,United Kingdom,mswiki,1,10,5.5
2018,United Kingdom,mtwiki,1,10,5.5
2018,United Kingdom,mwlwiki,1,10,5.5
2018,United Kingdom,myvwiki,1,10,5.5
2018,United Kingdom,nahwiki,1,10,5.5
2018,United Kingdom,nds_nlwiki,1,10,5.5
2018,United Kingdom,newiki,1,10,5.5
2018,United Kingdom,newwiki,1,10,5.5
2018,United Kingdom,nlwiki,12,30,21.0
2018,United Kingdom,nnwiki,1,14,7.5
2018,United Kingdom,novwiki,1,10,5.5
2018,United Kingdom,nowiki,1,12,6.5
2018,United Kingdom,nrmwiki,1,10,5.5
2018,United Kingdom,nsowiki,1,10,5.5
2018,United Kingdom,nywiki,1,10,5.5
2018,United Kingdom,ocwiki,1,12,6.5
2018,United Kingdom,omwiki,1,10,5.5
2018,United Kingdom,orwiki,1,10,5.5
2018,United Kingdom,oswiki,1,10,5.5
2018,United Kingdom,pagwiki,1,10,5.5
2018,United Kingdom,pamwiki,1,10,5.5
2018,United Kingdom,papwiki,1,10,5.5
2018,United Kingdom,pawiki,1,13,7.0
2018,United Kingdom,pcdwiki,1,10,5.5
2018,United Kingdom,pflwiki,1,10,5.5
2018,United Kingdom,pihwiki,1,10,5.5
2018,United Kingdom,plwiki,30,48,39.0
2018,United Kingdom,pmswiki,1,10,5.5
2018,United Kingdom,pnbwiki,1,10,5.5
2018,United Kingdom,pswiki,1,10,5.5
2018,United Kingdom,ptwiki,9,23,16.0
2018,United Kingdom,rnwiki,1,10,5.5
2018,United Kingdom,roa_rupwiki,1,10,5.5
2018,United Kingdom,rowiki,1,15,8.0
2018,United Kingdom,ruewiki,1,10,5.5
2018,United Kingdom,ruwiki,22,40,31.0
2018,United Kingdom,sahwiki,1,10,5.5
2018,United Kingdom,scnwiki,1,10,5.5
2018,United Kingdom,scowiki,10,26,18.0
2018,United Kingdom,scwiki,1,10,5.5
2018,United Kingdom,sdwiki,1,10,5.5
2018,United Kingdom,sewiki,1,10,5.5
2018,United Kingdom,shwiki,1,10,5.5
2018,United Kingdom,simplewiki,84,102,93.0
2018,United Kingdom,siwiki,1,10,5.5
2018,United Kingdom,skwiki,1,10,5.5
2018,United Kingdom,slwiki,1,10,5.5
2018,United Kingdom,snwiki,1,10,5.5
2018,United Kingdom,sowiki,4,20,12.0
2018,United Kingdom,sqwiki,1,11,6.0
2018,United Kingdom,srnwiki,1,10,5.5
2018,United Kingdom,srwiki,1,10,5.5
2018,United Kingdom,stqwiki,1,10,5.5
2018,United Kingdom,stwiki,1,10,5.5
2018,United Kingdom,suwiki,1,10,5.5
2018,United Kingdom,svwiki,7,25,16.0
2018,United Kingdom,swwiki,1,10,5.5
2018,United Kingdom,szlwiki,1,10,5.5
2018,United Kingdom,tawiki,1,10,5.5
2018,United Kingdom,tetwiki,1,10,5.5
2018,United Kingdom,tewiki,1,10,5.5
2018,United Kingdom,tgwiki,1,10,5.5
2018,United Kingdom,thwiki,1,15,8.0
2018,United Kingdom,tiwiki,1,10,5.5
2018,United Kingdom,tkwiki,1,10,5.5
2018,United Kingdom,tlwiki,1,13,7.0
2018,United Kingdom,tpiwiki,1,10,5.5
2018,United Kingdom,trwiki,22,40,31.0
2018,United Kingdom,ttwiki,1,12,6.5
2018,United Kingdom,twwiki,1,10,5.5
2018,United Kingdom,tyvwiki,1,10,5.5
2018,United Kingdom,tywiki,1,10,5.5
2018,United Kingdom,ukwiki,1,10,5.5
2018,United Kingdom,urwiki,1,10,5.5
2018,United Kingdom,uzwiki,1,10,5.5
2018,United Kingdom,vepwiki,1,10,5.5
2018,United Kingdom,viwiki,1,14,7.5
2018,United Kingdom,vowiki,1,10,5.5
2018,United Kingdom,warwiki,1,10,5.5
2018,United Kingdom,wowiki,1,10,5.5
2018,United Kingdom,wuuwiki,1,10,5.5
2018,United Kingdom,xalwiki,1,10,5.5
2018,United Kingdom,xhwiki,1,10,5.5
2018,United Kingdom,xmfwiki,1,10,5.5
2018,United Kingdom,yiwiki,1,10,5.5
2018,United Kingdom,yowiki,1,10,5.5
2018,United Kingdom,zh_classicalwiki,1,10,5.5
2018,United Kingdom,zh_min_nanwiki,1,10,5.5
2018,United Kingdom,zh_yuewiki,1,12,6.5
2018,United Kingdom,zhwiki,54,72,63.0
